sample,strategy,side,side_label,cell,gamma_regime,entry_time,entry_px,exit_time,exit_reason,atr_at_entry,gross_points,net_dollars,dir_buy_vol_30s,dir_sell_vol_30s,median_buy_100,median_sell_100,delta_ratio_long,delta_ratio_short,p2_long,p2_short,p3_long,p3_short,price_at_T,price_at_T_plus_30s,price_move_30s,p4_threshold,p4_long,p4_short,trcb_long,trcb_short,FILTER_EVALUABLE,FILTER_CONFIRMED
OOS,flow_burst,-1,SHORT,SHORT_short,short,2025-10-30 15:25:00-04:00,6863.625,2025-10-30 15:55:00-04:00,time,6.553571428571429,7.375,363.75,1202.0,1301.0,805.5,828.5,0.9239046887009992,1.0823627287853577,True,True,False,False,6864.0,6865.5,1.5,1.6383928571428572,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_short,short,2025-10-31 13:15:00-04:00,6849.875,2025-10-31 13:45:00-04:00,time,8.107142857142858,-8.75,-442.5,497.0,611.0,768.5,751.0,0.8134206219312602,1.2293762575452716,False,False,False,False,6850.0,6849.5,-0.5,2.0267857142857144,False,False,False,False,True,False
OOS,flow_burst,1,LONG,LONG_long,long,2025-10-31 14:45:00-04:00,6875.625,2025-10-31 15:15:00-04:00,time,6.125,4.5,220.0,462.0,673.0,770.0,808.0,0.6864784546805349,1.4567099567099566,False,False,False,False,6875.75,6873.75,-2.0,1.53125,False,True,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_short,short,2025-11-03 09:30:00-05:00,6908.5,2025-11-03 09:50:00-05:00,target,7.446428571428571,33.5,1670.0,,,,,,,,,,,6908.75,6904.25,-4.5,1.8616071428571428,False,True,False,False,False,False
OOS,flow_burst,-1,SHORT,SHORT_short,short,2025-11-03 14:45:00-05:00,6882.375,2025-11-03 15:15:00-05:00,time,4.535714285714286,-2.0,-105.0,809.0,674.0,698.5,689.0,1.2002967359050445,0.8331273176761433,True,False,False,False,6882.5,6883.0,0.5,1.1339285714285714,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-11-04 14:40:00-05:00,6799.625,2025-11-04 15:10:00-05:00,time,7.5,-4.0,-205.0,750.0,569.0,661.5,702.5,1.3181019332161688,0.7586666666666667,True,False,False,False,6799.75,6801.75,2.0,1.875,True,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-11-04 15:25:00-05:00,6802.625,2025-11-04 15:55:00-05:00,time,6.517857142857143,3.625,176.25,349.0,363.0,677.0,726.0,0.9614325068870524,1.0401146131805157,False,False,False,False,6802.75,6802.5,-0.25,1.6294642857142858,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-11-05 15:10:00-05:00,6852.125,2025-11-05 15:40:00-05:00,time,3.375,7.5,370.0,242.0,230.0,624.5,646.0,1.0521739130434782,0.9504132231404959,False,False,False,False,6852.25,6851.75,-0.5,0.84375,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_short,short,2025-11-06 09:30:00-05:00,6811.25,2025-11-06 09:30:00-05:00,stop,4.5,-9.25,-467.5,,,,,,,,,,,6811.5,6813.75,2.25,1.125,True,False,False,False,False,False
OOS,flow_burst,1,LONG,LONG_short,short,2025-11-06 14:30:00-05:00,6781.375,2025-11-06 15:00:00-05:00,time,7.482142857142857,-4.25,-217.5,634.0,685.0,737.5,673.0,0.9255474452554745,1.0804416403785488,False,True,False,False,6781.25,6780.0,-1.25,1.8705357142857142,False,False,False,False,True,False
OOS,flow_burst,1,LONG,LONG_short,short,2025-11-06 15:00:00-05:00,6777.375,2025-11-06 15:30:00-05:00,time,7.678571428571429,-6.5,-330.0,910.0,1012.0,760.0,708.5,0.8992094861660079,1.1120879120879121,True,True,False,False,6777.5,6776.5,-1.0,1.9196428571428572,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_short,short,2025-11-06 15:30:00-05:00,6770.875,2025-11-06 15:55:00-05:00,session_close,7.196428571428571,19.375,963.75,1551.0,1078.0,760.0,717.5,1.4387755102040816,0.6950354609929078,True,True,False,False,6770.75,6772.0,1.25,1.7991071428571428,False,False,False,False,True,False
OOS,flow_burst,1,LONG,LONG_short,short,2025-11-07 14:35:00-05:00,6719.625,2025-11-07 15:05:00-05:00,time,7.642857142857143,20.0,995.0,747.0,851.0,982.0,961.0,0.8777908343125734,1.1392235609103079,False,False,False,False,6719.75,6719.75,0.0,1.9107142857142858,False,False,False,False,True,False
OOS,flow_burst,1,LONG,LONG_long,long,2025-11-10 12:55:00-05:00,6838.375,2025-11-10 13:25:00-05:00,time,6.785714285714286,4.25,207.5,357.0,600.0,1053.0,1018.0,0.595,1.680672268907563,False,False,False,True,6838.25,6838.0,-0.25,1.6964285714285714,False,False,False,False,True,False
OOS,flow_burst,1,LONG,LONG_long,long,2025-11-10 13:50:00-05:00,6848.625,2025-11-10 14:20:00-05:00,time,4.446428571428571,-1.75,-92.5,468.0,642.0,1019.5,945.0,0.7289719626168224,1.3717948717948718,False,False,False,False,6848.5,6848.0,-0.5,1.1116071428571428,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-11-11 09:30:00-05:00,6843.0,2025-11-11 10:00:00-05:00,time,5.339285714285714,-7.125,-361.25,,,,,,,,,,,6843.25,6846.5,3.25,1.3348214285714286,True,False,False,False,False,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-11-11 15:20:00-05:00,6875.625,2025-11-11 15:50:00-05:00,time,3.75,1.875,88.75,373.0,487.0,650.0,640.0,0.7659137577002053,1.3056300268096515,False,False,False,False,6875.5,6875.0,-0.5,0.9375,False,False,False,False,True,False
OOS,flow_burst,1,LONG,LONG_long,long,2025-11-12 14:40:00-05:00,6872.625,2025-11-12 15:10:00-05:00,time,4.928571428571429,-4.75,-242.5,590.0,647.0,800.5,772.5,0.9119010819165378,1.0966101694915253,False,False,False,False,6872.5,6870.5,-2.0,1.2321428571428572,False,True,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-11-12 15:10:00-05:00,6867.875,2025-11-12 15:30:00-05:00,stop,5.428571428571429,-11.0,-555.0,439.0,493.0,780.5,749.5,0.8904665314401623,1.1230068337129842,False,False,False,False,6868.0,6867.75,-0.25,1.3571428571428572,False,False,False,False,True,False
OOS,flow_burst,1,LONG,LONG_long,long,2025-11-12 15:30:00-05:00,6876.375,2025-11-12 15:55:00-05:00,session_close,5.446428571428571,2.375,113.75,635.0,908.0,757.5,739.0,0.6993392070484582,1.4299212598425197,False,True,False,False,6876.0,6874.75,-1.25,1.3616071428571428,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-11-13 15:05:00-05:00,6753.875,2025-11-13 15:35:00-05:00,time,9.732142857142858,-8.25,-417.5,908.0,859.0,990.0,990.0,1.0570430733410943,0.9460352422907489,False,False,False,False,6753.75,6754.0,0.25,2.4330357142857144,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_short,short,2025-11-14 15:10:00-05:00,6778.125,2025-11-14 15:40:00-05:00,time,7.892857142857143,14.0,695.0,970.0,818.0,1083.5,1079.0,1.1858190709046454,0.843298969072165,False,False,False,False,6778.25,6781.25,3.0,1.9732142857142858,True,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_short,short,2025-11-17 14:35:00-05:00,6686.375,2025-11-17 15:05:00-05:00,time,9.714285714285714,23.25,1157.5,854.0,873.0,863.5,889.5,0.9782359679266895,1.0222482435597189,False,False,False,False,6686.25,6687.25,1.0,2.4285714285714284,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_short,short,2025-11-17 15:00:00-05:00,6662.125,2025-11-17 15:30:00-05:00,time,11.017857142857142,-13.75,-692.5,1800.0,1947.0,863.5,901.0,0.9244992295839753,1.0816666666666668,True,True,False,False,6662.25,6663.75,1.5,2.7544642857142856,False,False,False,False,True,False
OOS,flow_burst,1,LONG,LONG_short,short,2025-11-18 12:40:00-05:00,6648.125,2025-11-18 13:10:00-05:00,time,12.660714285714286,27.75,1382.5,2082.0,2142.0,1321.5,1211.5,0.9719887955182073,1.0288184438040346,True,True,False,False,6647.75,6650.0,2.25,3.1651785714285716,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-11-18 14:45:00-05:00,6670.125,2025-11-18 15:15:00-05:00,time,13.107142857142858,2.5,120.0,1365.0,1057.0,1379.0,1229.0,1.2913907284768211,0.7743589743589744,False,False,False,False,6670.25,6673.5,3.25,3.2767857142857144,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_short,short,2025-11-18 15:30:00-05:00,6660.125,2025-11-18 15:55:00-05:00,session_close,12.178571428571429,13.375,663.75,1334.0,1264.0,1376.5,1229.0,1.0553797468354431,0.9475262368815592,False,True,False,False,6660.25,6658.5,-1.75,3.044642857142857,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_short,short,2025-11-19 09:30:00-05:00,6641.25,2025-11-19 09:40:00-05:00,stop,11.142857142857142,-22.375,-1123.75,,,,,,,,,,,6641.75,6640.75,-1.0,2.7857142857142856,False,False,False,False,False,False
OOS,flow_burst,1,LONG,LONG_short,short,2025-11-19 15:20:00-05:00,6676.375,2025-11-19 15:45:00-05:00,stop,9.696428571428571,-19.625,-986.25,1768.0,1389.0,1024.5,1019.0,1.2728581713462923,0.7856334841628959,True,True,False,False,6676.5,6679.0,2.5,2.424107142857143,True,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-11-20 09:30:00-05:00,6764.75,2025-11-20 10:00:00-05:00,time,11.714285714285714,-21.875,-1098.75,,,,,,,,,,,6765.0,6763.5,-1.5,2.9285714285714284,False,False,False,False,False,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-11-20 15:05:00-05:00,6594.875,2025-11-20 15:35:00-05:00,time,16.303571428571427,10.0,495.0,1229.0,1166.0,1474.0,1489.0,1.0540308747855918,0.9487388120423108,False,False,False,False,6595.0,6596.75,1.75,4.075892857142857,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_short,short,2025-11-21 14:45:00-05:00,6656.625,2025-11-21 15:15:00-05:00,time,14.178571428571429,8.0,395.0,1024.0,903.0,1343.0,1369.0,1.1339977851605758,0.8818359375,False,False,False,False,6656.5,6656.75,0.25,3.544642857142857,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_short,short,2025-11-21 15:25:00-05:00,6640.375,2025-11-21 15:55:00-05:00,time,11.267857142857142,17.625,876.25,1217.0,1135.0,1232.0,1292.0,1.0722466960352424,0.932621199671323,False,False,False,False,6640.25,6642.25,2.0,2.8169642857142856,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-11-24 09:30:00-05:00,6658.0,2025-11-24 09:30:00-05:00,stop,11.857142857142858,-24.0,-1205.0,,,,,,,,,,,6658.0,6656.5,-1.5,2.9642857142857144,False,False,False,False,False,False
OOS,flow_burst,1,LONG,LONG_long,long,2025-11-24 14:40:00-05:00,6718.875,2025-11-24 15:10:00-05:00,time,4.589285714285714,2.25,107.5,1166.0,1021.0,877.5,910.5,1.1420176297747306,0.8756432246998285,True,True,False,False,6718.75,6720.0,1.25,1.1473214285714286,True,False,False,False,True,False
OOS,flow_burst,1,LONG,LONG_short,short,2025-11-24 15:05:00-05:00,6723.375,2025-11-24 15:35:00-05:00,time,5.214285714285714,1.0,45.0,666.0,965.0,872.0,895.0,0.6901554404145078,1.4489489489489489,False,True,False,False,6723.25,6722.75,-0.5,1.3035714285714286,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_short,short,2025-11-25 09:30:00-05:00,6715.5,2025-11-25 09:35:00-05:00,stop,6.821428571428571,-14.0,-705.0,,,,,,,,,,,6715.75,6713.75,-2.0,1.7053571428571428,False,True,False,False,False,False
OOS,flow_burst,-1,SHORT,SHORT_short,short,2025-11-26 13:45:00-05:00,6826.375,2025-11-26 14:15:00-05:00,time,7.267857142857143,-10.0,-505.0,787.0,1042.0,760.5,748.5,0.755278310940499,1.324015247776366,True,True,False,False,6826.5,6825.5,-1.0,1.8169642857142858,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_short,short,2025-11-26 14:40:00-05:00,6836.125,2025-11-26 15:10:00-05:00,time,5.982142857142857,-2.5,-130.0,683.0,633.0,724.5,686.0,1.0789889415481833,0.9267935578330894,False,False,False,False,6836.5,6836.5,0.0,1.4955357142857142,False,False,False,False,True,False
OOS,flow_burst,1,LONG,LONG_long,long,2025-11-26 15:15:00-05:00,6843.875,2025-11-26 15:45:00-05:00,time,4.696428571428571,-3.375,-173.75,859.0,693.0,724.5,686.0,1.2395382395382395,0.8067520372526193,True,True,False,False,6843.75,6843.0,-0.75,1.1741071428571428,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_short,short,2025-11-28 12:35:00-05:00,6849.125,2025-11-28 12:55:00-05:00,stop,4.642857142857143,-9.625,-486.25,243.0,305.0,495.5,511.5,0.7967213114754098,1.2551440329218106,False,False,False,False,6849.25,6851.0,1.75,1.1607142857142858,True,False,False,False,True,False
OOS,flow_burst,1,LONG,LONG_long,long,2025-12-01 12:45:00-05:00,6851.375,2025-12-01 13:15:00-05:00,time,5.482142857142857,-0.25,-17.5,915.0,704.0,315.0,344.5,1.2997159090909092,0.7693989071038252,True,True,False,False,6851.25,6852.0,0.75,1.3705357142857142,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-12-01 13:15:00-05:00,6851.125,2025-12-01 13:45:00-05:00,time,4.732142857142857,-2.5,-130.0,325.0,342.0,368.5,383.5,0.9502923976608187,1.0523076923076924,False,False,False,False,6851.5,6852.0,0.5,1.1830357142857142,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-12-01 14:05:00-05:00,6847.375,2025-12-01 14:25:00-05:00,target,3.375,15.125,751.25,599.0,674.0,368.5,383.5,0.8887240356083086,1.1252086811352253,True,True,False,False,6847.5,6847.5,0.0,0.84375,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-12-01 14:25:00-05:00,6833.875,2025-12-01 14:55:00-05:00,time,4.107142857142857,3.25,157.5,889.0,1247.0,364.5,394.0,0.7129109863672815,1.4026996625421821,True,True,False,False,6834.25,6833.0,-1.25,1.0267857142857142,False,True,False,False,True,False
OOS,flow_burst,1,LONG,LONG_long,long,2025-12-02 14:35:00-05:00,6842.125,2025-12-02 15:05:00-05:00,time,6.267857142857143,3.75,182.5,431.0,441.0,690.5,704.0,0.9773242630385488,1.023201856148492,False,False,False,False,6841.75,6843.0,1.25,1.5669642857142858,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_short,short,2025-12-03 15:15:00-05:00,6871.125,2025-12-03 15:45:00-05:00,time,2.4285714285714284,2.625,126.25,263.0,227.0,611.0,587.5,1.158590308370044,0.8631178707224335,False,False,False,False,6871.5,6871.5,0.0,0.6071428571428571,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_short,short,2025-12-04 09:30:00-05:00,6875.25,2025-12-04 09:30:00-05:00,target,3.2142857142857144,14.5,720.0,,,,,,,,,,,6875.25,6875.0,-0.25,0.8035714285714286,False,False,False,False,False,False
OOS,flow_burst,1,LONG,LONG_long,long,2025-12-04 14:35:00-05:00,6854.875,2025-12-04 15:05:00-05:00,time,6.017857142857143,-4.0,-205.0,1761.0,1313.0,553.0,566.5,1.3412033511043413,0.7455990914253265,True,True,False,False,6854.75,6856.25,1.5,1.5044642857142858,False,False,False,False,True,False
OOS,flow_burst,1,LONG,LONG_short,short,2025-12-05 09:30:00-05:00,6875.25,2025-12-05 10:00:00-05:00,time,5.517857142857143,15.625,776.25,,,,,,,,,,,6875.25,6878.75,3.5,1.3794642857142858,True,False,False,False,False,False
OOS,flow_burst,1,LONG,LONG_long,long,2025-12-05 15:00:00-05:00,6883.125,2025-12-05 15:30:00-05:00,time,4.107142857142857,-2.5,-130.0,393.0,569.0,641.0,693.5,0.6906854130052724,1.4478371501272265,False,False,False,False,6883.0,6882.75,-0.25,1.0267857142857142,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-12-05 15:25:00-05:00,6880.375,2025-12-05 15:55:00-05:00,time,4.125,7.375,363.75,197.0,226.0,641.0,693.5,0.8716814159292036,1.1472081218274113,False,False,False,False,6880.75,6880.0,-0.75,1.03125,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_short,short,2025-12-08 15:00:00-05:00,6843.625,2025-12-08 15:30:00-05:00,time,4.535714285714286,-2.75,-142.5,1042.0,843.0,522.5,536.5,1.236061684460261,0.809021113243762,True,True,False,False,6843.75,6844.25,0.5,1.1339285714285714,False,False,False,False,True,False
OOS,flow_burst,1,LONG,LONG_long,long,2025-12-09 09:30:00-05:00,6850.25,2025-12-09 10:00:00-05:00,time,4.589285714285714,13.625,676.25,,,,,,,,,,,6850.25,6853.75,3.5,1.1473214285714286,True,False,False,False,False,False
OOS,flow_burst,1,LONG,LONG_long,long,2025-12-09 14:55:00-05:00,6856.375,2025-12-09 15:25:00-05:00,time,3.3214285714285716,-3.75,-192.5,193.0,452.0,485.0,490.5,0.4269911504424779,2.3419689119170983,False,False,False,True,6856.25,6855.75,-0.5,0.8303571428571429,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-12-09 15:30:00-05:00,6851.375,2025-12-09 15:55:00-05:00,session_close,2.642857142857143,3.375,163.75,865.0,1030.0,455.5,479.0,0.8398058252427184,1.1907514450867052,True,True,False,False,6851.75,6852.5,0.75,0.6607142857142857,True,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-12-10 09:30:00-05:00,6843.25,2025-12-10 09:45:00-05:00,stop,3.4464285714285716,-7.125,-361.25,,,,,,,,,,,6843.5,6843.75,0.25,0.8616071428571429,False,False,False,False,False,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-12-10 14:45:00-05:00,6861.125,2025-12-10 14:50:00-05:00,stop,13.25,-26.75,-1342.5,1711.0,1301.0,518.0,535.0,1.315142198308993,0.7603740502630041,True,True,False,False,6861.0,6871.75,10.75,3.3125,True,False,False,False,True,False
OOS,flow_burst,1,LONG,LONG_long,long,2025-12-10 14:55:00-05:00,6888.625,2025-12-10 15:25:00-05:00,time,15.517857142857142,9.0,445.0,1460.0,1172.0,518.0,567.5,1.2457337883959045,0.8027397260273973,True,True,False,False,6888.5,6891.0,2.5,3.8794642857142856,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-12-10 15:20:00-05:00,6899.375,2025-12-10 15:50:00-05:00,time,14.571428571428571,-2.375,-123.75,1482.0,672.0,612.5,640.0,2.205357142857143,0.4534412955465587,True,True,True,False,6899.75,6904.25,4.5,3.642857142857143,True,False,True,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-12-11 09:30:00-05:00,6868.0,2025-12-11 10:00:00-05:00,time,9.410714285714286,25.625,1276.25,,,,,,,,,,,6868.0,6867.5,-0.5,2.3526785714285716,False,False,False,False,False,False
OOS,flow_burst,1,LONG,LONG_long,long,2025-12-11 13:40:00-05:00,6899.875,2025-12-11 14:10:00-05:00,time,4.982142857142857,-1.75,-92.5,1276.0,879.0,878.5,885.0,1.4516496018202503,0.6888714733542319,True,False,False,False,6899.75,6900.25,0.5,1.2455357142857142,False,False,False,False,True,False
OOS,flow_burst,1,LONG,LONG_short,short,2025-12-11 14:20:00-05:00,6903.875,2025-12-11 14:50:00-05:00,time,4.696428571428571,3.75,182.5,277.0,266.0,878.5,876.0,1.0413533834586466,0.9602888086642599,False,False,False,False,6903.5,6903.5,0.0,1.1741071428571428,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-12-11 15:10:00-05:00,6905.375,2025-12-11 15:40:00-05:00,time,3.5,7.0,345.0,443.0,589.0,890.5,876.0,0.7521222410865874,1.329571106094808,False,False,False,False,6905.5,6905.5,0.0,0.875,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_short,short,2025-12-12 15:20:00-05:00,6832.125,2025-12-12 15:50:00-05:00,time,5.625,3.875,188.75,472.0,535.0,894.0,795.0,0.8822429906542056,1.1334745762711864,False,False,False,False,6832.25,6832.0,-0.25,1.40625,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-12-15 09:30:00-05:00,6869.5,2025-12-15 09:55:00-05:00,target,7.232142857142857,32.5,1620.0,,,,,,,,,,,6869.75,6867.0,-2.75,1.8080357142857142,False,True,False,False,False,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-12-16 09:30:00-05:00,6803.75,2025-12-16 09:30:00-05:00,stop,5.946428571428571,-12.25,-617.5,,,,,,,,,,,6804.0,6811.25,7.25,1.4866071428571428,True,False,False,False,False,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-12-16 14:05:00-05:00,6777.125,2025-12-16 14:35:00-05:00,time,8.625,-9.75,-492.5,1023.0,994.0,669.5,622.0,1.029175050301811,0.9716520039100685,True,True,False,False,6777.5,6777.75,0.25,2.15625,False,False,False,False,True,False
OOS,flow_burst,1,LONG,LONG_long,long,2025-12-16 15:05:00-05:00,6799.375,2025-12-16 15:35:00-05:00,time,7.589285714285714,10.75,532.5,457.0,735.0,736.5,661.5,0.6217687074829932,1.6083150984682713,False,True,False,True,6799.0,6798.5,-0.5,1.8973214285714286,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-12-17 09:30:00-05:00,6807.25,2025-12-17 10:00:00-05:00,time,7.267857142857143,2.125,101.25,,,,,,,,,,,6807.5,6805.0,-2.5,1.8169642857142858,False,True,False,False,False,False
OOS,flow_burst,1,LONG,LONG_short,short,2025-12-18 15:15:00-05:00,6785.125,2025-12-18 15:45:00-05:00,time,8.5,6.875,338.75,1654.0,1563.0,950.5,969.0,1.0582213691618683,0.9449818621523579,True,True,False,False,6785.0,6786.25,1.25,2.125,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_long,long,2025-12-22 09:30:00-05:00,6921.75,2025-12-22 10:00:00-05:00,time,8.339285714285714,-0.375,-23.75,,,,,,,,,,,6921.75,6920.0,-1.75,2.0848214285714284,False,False,False,False,False,False
OOS,flow_burst,1,LONG,LONG_long,long,2025-12-22 14:30:00-05:00,6929.875,2025-12-22 15:00:00-05:00,time,2.4107142857142856,0.25,7.5,1270.0,795.0,419.5,375.0,1.5974842767295598,0.6259842519685039,True,True,True,False,6929.75,6931.25,1.5,0.6026785714285714,True,False,True,False,True,True
OOS,flow_burst,-1,SHORT,SHORT_short,short,2025-12-22 14:55:00-05:00,6929.125,2025-12-22 15:25:00-05:00,time,2.232142857142857,-2.5,-130.0,191.0,180.0,419.5,374.0,1.0611111111111111,0.9424083769633508,False,False,False,False,6929.25,6929.5,0.25,0.5580357142857143,False,False,False,False,True,False
OOS,flow_burst,-1,SHORT,SHORT_short,short,2025-12-23 09:30:00-05:00,6919.5,2025-12-23 09:30:00-05:00,stop,2.3214285714285716,-5.0,-255.0,,,,,,,,,,,6919.75,6926.25,6.5,0.5803571428571429,True,False,False,False,False,False
OOS,flow_burst,1,LONG,LONG_short,short,2025-12-23 12:55:00-05:00,6951.125,2025-12-23 13:25:00-05:00,time,2.125,6.25,307.5,336.0,327.0,423.5,390.0,1.0275229357798166,0.9732142857142857,False,False,False,False,6951.0,6951.25,0.25,0.53125,False,False,False,False,True,False
IS,flow_burst,1,LONG,LONG_short,short,2025-12-30 12:35:00-05:00,6951.375,2025-12-30 13:05:00-05:00,time,2.9107142857142856,-1.5,-80.0,334.0,112.0,364.5,416.5,2.982142857142857,0.33532934131736525,False,False,True,False,6951.25,6951.5,0.25,0.7276785714285714,False,False,False,False,True,False
IS,flow_burst,-1,SHORT,SHORT_long,long,2025-12-30 13:05:00-05:00,6949.875,2025-12-30 13:35:00-05:00,time,2.7857142857142856,-3.5,-180.0,339.0,323.0,354.5,394.0,1.0495356037151702,0.9528023598820059,False,False,False,False,6950.0,6950.25,0.25,0.6964285714285714,False,False,False,False,True,False
IS,flow_burst,-1,SHORT,SHORT_long,long,2025-12-30 13:40:00-05:00,6950.875,2025-12-30 14:10:00-05:00,time,2.5357142857142856,-0.25,-17.5,366.0,364.0,354.5,373.5,1.0054945054945055,0.994535519125683,True,False,False,False,6951.0,6950.25,-0.75,0.6339285714285714,False,True,False,False,True,False
IS,flow_burst,1,LONG,LONG_short,short,2025-12-30 14:15:00-05:00,6953.875,2025-12-30 14:45:00-05:00,time,2.5,-1.25,-67.5,253.0,308.0,354.5,378.0,0.8214285714285714,1.2173913043478262,False,False,False,False,6953.5,6953.0,-0.5,0.625,False,False,False,False,True,False
IS,flow_burst,1,LONG,LONG_short,short,2025-12-30 15:00:00-05:00,6949.875,2025-12-30 15:10:00-05:00,stop,2.375,-4.75,-242.5,390.0,449.0,354.5,359.5,0.8685968819599109,1.1512820512820512,True,True,False,False,6949.75,6950.25,0.5,0.59375,False,False,False,False,True,False
IS,flow_burst,-1,SHORT,SHORT_short,short,2025-12-30 15:10:00-05:00,6948.375,2025-12-30 15:40:00-05:00,time,2.482142857142857,-4.0,-205.0,224.0,294.0,356.0,359.5,0.7619047619047619,1.3125,False,False,False,False,6948.5,6948.25,-0.25,0.6205357142857143,False,False,False,False,True,False
IS,flow_burst,-1,SHORT,SHORT_short,short,2025-12-31 09:30:00-05:00,6943.75,2025-12-31 09:40:00-05:00,target,2.9642857142857144,13.25,657.5,,,,,,,,,,,6944.0,6946.0,2.0,0.7410714285714286,True,False,False,False,False,False
